review_id,platform,rating,review_text,date,source
GP-0121,Google Play,1,"Worst trading application with very poor customer support. They initially confirmed that my commodity trading issue was settled and that compensation would be credited. Later, they reversed their decision and provided an unreasonable explanation to deny compensation. The lack of accountability, inconsistent communication, and poor customer handling make this a highly disappointing experience. I would not recommend this platform to traders looking for reliable service and support.",2026-06-19,Google Play Store
GP-0122,Google Play,1,"I have downloaded stocks app not the loan app,but if you install this unwantedly they give suggestions to take loans,and message you through WhatsApp for taking loan,if I want I will ask,why you guys will send message and app is good if you seperate loan related part seperately, otherwise your coustomer will see for alternative options,like me who are not irritating,that loan related option in app is like irritating",2026-07-16,Google Play Store
GP-0123,Google Play,4,Till now no problem in trading or anything. smoothly working sometimes it lags but no major issues. easy execution and easy withdrawal and deposit system,2026-08-03,Google Play Store
GP-0124,Google Play,3,"3 stars because it often shows wrong amount invested in individual mutual funds,so the whole portfolio shows incorrect amount.i have to double check on kuvera or tickertape...my entire portfolio.Every time you complain,there's no proper reply or solution,even though I refresh my portfolio daily,it will continue showing incorrect amount.",2026-07-16,Google Play Store
GP-0125,Google Play,5,"It's good app with great UI/UX - one feature as a user i want and should be useful for others also that in the Mutual Fund section in the dashboard tab - Against all the MFs should be tagging/purpose/goal - Most of the people invest in SIP for specific purpose like Trip,Child Marriage, Child Education and many more I think this feature helps a lot.",2026-07-15,Google Play Store
GP-0126,Google Play,5,"Groww has been a great experience for me. The app is simple, easy to navigate, and perfect for beginners. Investing in stocks and mutual funds is quick, SIP management is smooth, and portfolio tracking is clear. Overall, it's a reliable platform for anyone starting their investment journey.",2026-07-19,Google Play Store
GP-0127,Google Play,1,🤔,2026-07-30,Google Play Store
GP-0128,Google Play,3,"Re-Review after 02/05/2024 I am doing this review after 02/05/2026. Groww has still not added a live profit loss feature on F&O trades on the live charts. Dhan given an option of viewing live profit loss on the respective derivative chart of calls or puts, but groww has still not done that yet. Its very difficult to toggle between screens when I trade in F&O Nifty Sensex etc, and that makes me lose points and money respectively. You have added that option in 915 window its not helpful.",2026-07-15,Google Play Store
GP-0129,Google Play,5,😂,2026-07-17,Google Play Store
GP-0130,Google Play,2,"The app stops when we switch to another app or mobile screen is locked. Limit orders in FNO are at market price by default which is not correct, it should blank as in the commodity section. We provide input but that doesn't get in till market price is deleted manually. it led to losses 2 times. also app crash in market hours which led to losses. Groww interface is better but it should be best by minimising the clutter and providing clear interface.",2026-06-20,Google Play Store
GP-0131,Google Play,1,after the update of application you are not able to exit tour trade easily as application hang so much... daya by day application is going worse ...please any other different application....kindly do not trade in grow as there are so many bug issue comes while trading....,2026-06-01,Google Play Store
GP-0132,Google Play,5,🥺🥺🥺😭😭😭❤❤❤❤❤❤❤,2026-07-28,Google Play Store
GP-0133,Google Play,1,i am trading in Groww for almost 6months. They are charging more as order fee. For big investment(more than 50000) its not a problem. I usually trade for 5000 to 10000 my profit most of the time goes as trading fee. one day i made a profit of 600 my trading fee for that day is around 700(made multiple trades) even though i made profit i went into loss. uninstalled and stopped using groww. looking for other platform with less fee,2026-07-02,Google Play Store
GP-0134,Google Play,1,"Lot of issues. The amount is not loading properly to the wallet, I tried this morning and fed up. After too many failed attempts then the amount got credited to the wallet. I am not sure if they have a testing team.w",2026-07-10,Google Play Store
GP-0135,Google Play,1,"This is not a good app for treading and investment in mutual funds. When I will redeem my amount in this app show a different amount and the amount credited in account is a loose making a different amount. when I call with the customer care service the agent tells you Show the amount on app it was a previous day amount and this is the real amount who will credit in your account. So, You will show in this application everything is false details.",2026-06-10,Google Play Store
GP-0136,Google Play,4,"App is very user friendly. 1---In alarm please add rsi level too. suppose when rsi(100) hit 50 then notify me, many user trade with rsi . 2--- and INDICATOR such as horizontal and trend line also work on rsi in Android phone. currently indicator is not working on rsi in Android phone.",2026-07-11,Google Play Store
GP-0137,Google Play,1,"Be careful, their calculations are wrong on the balance. Not sure whether they are doing this intentionally to lure money. Then, their waste customer support ""I don't know, will check and get back"" then no response or follow up. Create a ticket, in 1 hour they will close the ticket just giving some random reply.",2026-06-29,Google Play Store
GP-0138,Google Play,5,This app is fantastic and it helped me to groww and groww this app is lucky for me. But it should also add a feature for advice of stock to pick and invest And should recommend stock where to invest,2026-07-23,Google Play Store
GP-0139,Google Play,5,"I've had a great experience using Groww. The app is simple, user-friendly, and makes investing in stocks, mutual funds, and IPOs very convenient, even for beginners. The interface is clean, transactions are smooth, and account management is hassle-free. I also appreciate the timely notifications, easy-to-understand investment insights, and quick customer support. Overall, Groww is a reliable platform for anyone looking to start or grow their investment journey. Highly recommended!",2026-06-26,Google Play Store
GP-0140,Google Play,1,"I had a pathetic experience with Groww app. Recently I had changed the nominee details and got updated in DP. After a week, I invested in 4 mutual fund schemes through Groww app as lumpsum. After allocation of units, it was found that the nomination was marked to old nominee and not the latest one that got updated in DP. I contacted their chat support. It didn't give proper answer. Then I called their customer care. They assured that the details will.be corrected. However they didn't.",2026-06-17,Google Play Store
GP-0141,Google Play,1,"I have not taken any loan margin from the app I only trade with call and put options. I have always purchased call by paying full money in cash still they say that I have to deposit margin money for my calls. I have faced harrasment when I called the customer service. Very pathetic and greedy app. If I have purchased a call option by paying 100% of the premium using your own money and without taking any loan from your broker, you will never receive a margin call. Still they threatening me .",2026-06-24,Google Play Store
GP-0142,Google Play,1,earlier it had icon to load multiple charts on single screen which is missing now layout to split screen for various indices chart it had become pathetic after updates my older phones has layout icon but the recent does not no customer support,2026-08-03,Google Play Store
GP-0143,Google Play,1,"No one explains anything how to use this app. No call, no email no message just everywhere asks for investment/ add money. This should only get 5* if they guide for a week at least. What about beginners. I don't want to give 1*...",2026-05-29,Google Play Store
GP-0144,Google Play,1,"It has been trading for 5 years, but the Loss I have msd yesterday was a huge, I never had this kind of loss earlier just beacuse i could not able to sell the stock, I got stuck and it's hitted boom .... I will never recomand grow to anyone..... never ever . They should pay the panelty for this.... Spam alerts guys don't ever trade with grow they might say that issue has been resolved by the customer is worst then any thing I lost around 25 lakh for grow I recover buy use zerodha. GO FOR ZERODHA",2026-07-14,Google Play Store
GP-0145,Google Play,2,"• Using Groww for 2+ years. • Frequent updates, but bugs never seem to end. • Chart prices and buy/sell prices often don't match. • Reinstalled the app and even changed devices, but the same issues persist. • Charts are sometimes inaccurate and unreliable. • Customer support is disappointing. • Support agents often ignore concerns and act as if they are always right. • Calls sometimes get disconnected without proper resolution.",2026-06-02,Google Play Store
GP-0146,Google Play,1,I didn't understand why there is lagging in option buying and even in stock buying. Previously it wasn't like that but a couple of months I am facing this issue. Whenever I open the app it's starts buffering/lagging. and now 2026 june app update is even more worse.,2026-06-29,Google Play Store
GP-0147,Google Play,1,"The chart doesn't work properly.After minimizing it repeatedly, the app works fine again. The charts work fine. Then, 10 minutes later, the same problem occurs. I thought, ""Oh my god, my phone is having an internet problem."" But it was revealed later. app issue",2026-08-10,Google Play Store
GP-0148,Google Play,5,"""Exceptional app! The user interface is clean, intuitive, and seamless to navigate. Everything runs smoothly without any glitches. Highly recommended for anyone looking for a reliable and efficient experience.""",2026-08-04,Google Play Store
GP-0149,Google Play,1,worst application in terms of performance - whenever I do adding positions in f&o they just keep loading when position added that time it is also laging as a scalper I won't recommend this app at all it keeps loading your profit turns into loss so don't install.,2026-07-09,Google Play Store
GP-0150,Google Play,5,It's a perfect app for biggeners. absolutely fine. the app provide you everything. the payment is very easy and secure,2026-08-03,Google Play Store
GP-0151,Google Play,1,Worst support team I've ever seen. Replying too late and flood of response once reply then suddenly close the ticket. No one is listening to customers properly. Asking for something and they are replying to other things.,2026-07-15,Google Play Store
GP-0152,Google Play,3,"I have a request, Can you introduce an option where the pledge amount includes the delivery charges, and a fixed daily interest is calculated on this total amount, with a monthly squer- off option?",2026-07-23,Google Play Store
GP-0153,Google Play,5,"It's all good, but there are a few features missing here, you need to add them. It would be better if you add futures for chat analysis. There is a problem with this, the index chat does not show volume.",2026-06-09,Google Play Store
GP-0154,Google Play,5,"One of the best trading apps for beginners, and now equally great for professional traders. The 1-Tap Trading feature makes execution much faster and smoother. Overall, the experience has been excellent, and I highly recommend this app to everyone. My only request is to please launch the 1-Tap Trading feature for iOS users as well. It would make the app even better.",2026-06-01,Google Play Store
GP-0155,Google Play,3,Overall okay. If I set a trigger order it is valid for a year but if my funds are not used for some time you guys refund it without asking. The trigger order will then never go through. How can I navigate this?,2026-06-26,Google Play Store
GP-0156,Google Play,1,"Very disappointed with Groww. I faced a serious app glitch while trading, and because of this issue I suffered a significant loss. The app was not working properly at a critical moment, which affected my ability to manage my position. For a trading platform, reliability and execution are very important. I hope the team improves stability and takes such issues seriously.",2026-06-17,Google Play Store
GP-0157,Google Play,1,"I can’t believe it — I set a sell price, but the order took too long to execute, and the final sell value was different. Sometimes it feels like there is cheating in exposure trading.",2026-05-29,Google Play Store
GP-0158,Google Play,5,"Very friendly app, and also a great teacher. You can use it solely as an investment gateway, but you will also get plenty of informations from the app which can build strong fundamental understanding regarding capital market and economics. Besides Groww Digest is a great educational product.",2026-07-09,Google Play Store
GP-0159,Google Play,2,"this app is user friendly and with good interface but since the last few months ,their customer support service has became too bad. There would be no one to help if you have any problem.",2026-07-10,Google Play Store
GP-0160,Google Play,2,"Why does DDPI activation directly create a negative balance when there are insufficient funds? If the account has ₹0 balance, the payment should fail or the user should receive a reminder to add funds. An OTP/ confirmation before charging for optional services like DDPI would prevent accidental activation and unexpected negative balances.",2026-07-24,Google Play Store
GP-0161,Google Play,1,"while Coming to the F&O Scalping section , I observed many times that the Index chart was glitched and only a single candle was visible if we move to the CE or PE chart automatically the index chart was invisible i didnt realize that at first After I booked the loss, I realised the issue",2026-07-13,Google Play Store
GP-0162,Google Play,1,Application is too slow when market opens. When market is closed the app works smoothly. It fails to load charts and after taking postion it barely works properly. I think GROWW is here to loot the public.,2026-07-15,Google Play Store
GP-0163,Google Play,5,"excellent broker @ india .. smooth experience in all aspects.stocks, mutual funds smooth and error free,need improve lag issue future and option error free market time but pre and post market some lag issue in rare condition.",2026-07-26,Google Play Store
GP-0164,Google Play,1,"I have problem with Groww API Trading, The customer care should change their name to careless team, it's been 2 weeks the problem has not been resolved, I had rated it 5 before now changing it to 1 rating.",2026-07-10,Google Play Store
GP-0165,Google Play,2,"After the latest update, the app isn't working properly. Today's high and today's low prices are showing incorrect data. Please fix this bug ASAP as it affects trading decisions...",2026-06-03,Google Play Store
GP-0166,Google Play,1,"I have repeatedly raised concerns regarding a discrepancy in my mutual fund investment, but I do not feel that my issue is being properly investigated. My invested amount was showing approximately ₹1,05,000, and later it dropped to around ₹85,000 without any redemption or transaction initiated by me. I am also unable to find records that explain this change. This is a serious matter involving my hard-earned money. I request a detailed audit trail of all transactions, folio movements, unit bala",2026-06-17,Google Play Store
GP-0167,Google Play,3,"The Groww app requires a home button to eliminate the need for repeated back navigation. It should also incorporate a tabbed layout, like INDmoney, for rapid switching between various charts.",2026-07-24,Google Play Store
GP-0168,Google Play,3,"Love the user exp and support is good as well. I have 2 feature requests for the devs - a. Please add 5Y toggle in mutual fund watchlist, b. Please allow persistent reorder or sorting option. Thank you very much.",2026-07-31,Google Play Store
GP-0169,Google Play,1,😞,2026-06-10,Google Play Store
GP-0170,Google Play,1,This Grow is not at all preferable for F&O. I placed a stop loss order. some how it sold my position at without my permission. it didnt even trigger the price. lost much profit. first time I thought I did a mistake. now its second time. and that assistant in the help section doesnt even answer well. Just gives you a contract note.,2026-06-25,Google Play Store
